Cycle#,ChargeOhms,DischargeOhms,MaxV,MinV,MaxOCV,MinOCV,CoulombicEff,EnergyEff,ChargeCapacity(AHrs),DischargeCapacity(AHrs),ChargeEnergy(WHrs),DischargeEnergy(WHrs)
157,0.152562032981,0.131138592954,1.59043,1.1598,1.51454,1.22563,0.952366769592,0.826117994181,1.05002710367,1.0000109207,1.50868552201,1.24635225729
158,0.150603861823,0.130521048312,1.58829,1.16133,1.51332,1.22685,0.952371284614,0.826911768259,1.05001138602,1.00000069256,1.50856231213,1.24744792905
159,0.148668587086,0.130634393147,1.58342,1.16102,1.50936,1.22655,0.95238439511,0.827753894823,1.0500048819,1.00000826431,1.50718815708,1.24758086725
160,0.148863072108,0.130727951004,1.58372,1.16041,1.50967,1.22594,0.952377556381,0.827521401568,1.05001457603,1.00001031608,1.50709777136,1.24715566006
161,0.150712552544,0.131232444695,1.58677,1.1595,1.5118,1.22533,0.952378975709,0.827017625909,1.05000555892,1.00000321869,1.50744441992,1.24668310535
162,0.150217873251,0.130427772038,1.59043,1.1595,1.51576,1.22502,0.952368280622,0.826418285343,1.05001988449,1.00000563201,1.50842093608,1.24658664357
163,0.151938838486,0.130540969107,1.59256,1.16041,1.51698,1.22594,0.952384819832,0.826425135017,1.05000449799,1.00000834464,1.50909109554,1.24715081239
164,0.1497851615,0.130614458096,1.58799,1.16163,1.51332,1.22715,0.952384992783,0.827505049021,1.05000494044,1.00000894762,1.50828334318,1.24811208184
165,0.148648513013,0.130634393147,1.5825,1.16102,1.50845,1.22655,0.952385977381,0.8280760826,1.05000044394,1.00000569905,1.5067458391,1.24770019192
166,0.14776353007,0.129923424464,1.58159,1.16011,1.50814,1.22533,0.95237805387,0.827882886903,1.05002363443,1.00001946547,1.50653297748,1.24723287061
167,0.149378460253,0.130634393147,1.58433,1.15919,1.50997,1.22472,0.952377215358,0.827522479141,1.05001182288,1.00000733597,1.50655487743,1.24670802713
168,0.151829263393,0.131044875355,1.58951,1.15889,1.51393,1.22472,0.952380615646,0.826757561743,1.05000343635,1.00000291914,1.50775800677,1.24655033338
169,0.150109461098,0.130016406547,1.58738,1.16102,1.51271,1.22624,0.952376887131,0.82771327239,1.05001597756,1.00001094815,1.50763701563,1.24789116779
